# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		564		217		187
1		607		182		182
2		598		182		191
3		549		175		176
4		576		171		202
5		517		202		190
6		568		191		195
7		618		183		183
8		579		193		176
9		531		157		188
10		587		179		193
11		583		192		192
12		576		172		175
13		590		181		188
14		586		194		182
15		581		170		198
16		503		189		192
17		552		153		187
18		492		155		182
19		548		171		187
20		582		171		189
21		538		165		184
22		578		173		190
23		550		168		193
24		562		178		190
25		505		170		186
26		547		144		189
27		592		169		202
28		593		182		192
29		613		184		194
30		572		188		192
31		559		168		190
32		558		164		183
33		517		167		188
34		530		166		184
35		547		182		187
36		637		180		184
37		536		184		189
38		606		173		195
39		529		161		186
40		484		163		195
41		506		134		190
42		572		157		175
43		553		154		189
44		569		184		196
45		481		160		189
46		534		157		186
47		561		163		193
48		536		164		181
49		541		141		185
50		516		143		182
51		503		153		191
52		505		159		178
53		513		147		185
54		572		148		182
55		591		177		186
56		513		153		182
57		533		146		187
58		521		157		183
59		569		161		188
60		576		167		195
61		516		158		187
62		539		159		185
63		546		162		182
64		434		133		181
65		517		135		203
66		517		157		187
67		537		157		182
68		538		155		180
69		510		152		185
70		569		156		186
71		565		184		185
72		527		146		189
73		482		141		184
74		491		135		191
75		470		130		183
76		553		146		199
77		476		150		182
78		467		121		193
79		517		131		180
80		537		154		186
81		551		168		192
82		580		166		191
83		483		172		188
84		528		143		189
85		551		154		191
86		527		151		180
87		541		145		184
88		489		145		191
89		458		119		189
90		479		144		191
91		438		136		183
92		446		106		181
93		461		115		179
94		464		119		189
95		447		132		188
96		469		113		185
97		423		115		178
98		416		102		185
99		455		96		186
100		455		113		195
101		566		141		201
102		472		129		186
103		458		106		187
104		527		137		188
105		461		129		197
106		491		131		195
107		484		126		192
108		500		132		182
109		465		114		189
110		458		119		181
111		428		104		202
112		403		99		183
113		413		105		193
114		414		106		186
115		429		94		198
116		492		124		186
117		488		134		195
118		381		121		183
119		393		84		184
120		380		82		182
121		410		86		183
122		470		134		187
123		477		124		188
124		502		125		192
125		510		129		191
126		519		132		187
127		493		140		183
128		460		135		189
129		436		105		187
130		438		98		183
131		472		118		183
132		430		113		188
133		417		104		186
134		408		86		186
135		388		93		181
136		348		77		186
137		371		73		194
138		431		89		189
139		378		102		195
140		421		99		189
141		452		104		180
142		463		122		179
143		381		94		186
144		372		86		181
145		494		109		188
146		465		113		190
147		514		126		195
148		528		135		197
149		498		129		185
150		465		135		196
151		492		122		192
152		486		124		190
153		519		136		188
154		440		126		192
155		455		102		179
156		458		106		185
157		493		119		193
158		422		101		181
159		392		109		188
160		402		82		177
161		438		89		185
162		403		93		193
163		389		86		192
164		376		79		195
165		380		86		183
166		346		76		181
167		373		78		197
168		446		84		191
169		488		115		191
170		447		101		190
171		458		114		190
172		492		121		184
173		411		115		192
174		399		86		182
175		400		86		191
176		369		74		182
177		366		78		185
178		343		79		186
179		338		74		190
180		411		71		190
181		435		101		182
182		404		86		191
183		363		80		193
184		367		82		189
185		379		83		185
186		386		88		189
187		406		87		192
188		448		109		191
189		435		101		185
190		380		95		185
191		421		86		189
192		398		81		190
193		358		75		182
194		350		69		180
195		320		66		186
196		290		51		193
197		293		51		181
198		300		49		184
199		312		55		186
200		257		54		190
201		325		41		188
202		325		63		187
203		312		64		184
204		314		45		185
205		368		62		190
206		340		71		184
207		368		63		186
208		367		64		182
209		280		69		185
210		295		42		183
211		291		62		192
212		259		40		187
213		285		48		190
214		270		45		191
215		318		56		188
216		363		67		187
217		298		60		193
218		311		55		185
219		298		46		192
220		309		56		186
221		273		50		183
222		270		38		185
223		256		39		184
224		290		44		187
225		289		50		192
226		338		64		186
227		336		71		183
228		283		45		180
229		347		53		195
230		318		64		185
231		272		59		191
232		267		44		188
233		254		43		189
234		231		23		185
235		240		38		187
236		262		33		187
237		262		38		189
238		304		51		181
239		326		55		188
240		293		57		192
241		330		55		194
242		296		60		190
243		274		55		193
244		295		45		181
245		261		45		192
246		256		46		190
247		216		32		187
248		205		19		187
249		221		15		187
250		206		23		187
251		245		29		188
252		233		31		189
253		238		37		187
254		258		26		190
255		241		29		188
256		219		41		189
257		201		23		184
258		215		24		190
259		181		28		191
260		180		23		186
261		182		23		188
262		205		22		180
263		205		18		186
264		201		22		185
265		222		26		189
266		241		21		188
267		284		33		189
268		249		48		185
269		272		37		182
270		278		49		193
271		294		44		190
272		276		54		192
273		273		38		190
274		282		43		193
275		248		38		186
276		252		39		191
277		245		34		184
278		260		35		181
279		269		35		184
280		277		34		195
281		276		40		187
282		230		32		185
283		190		18		189
284		191		24		192
285		199		13		195
286		231		29		193
287		229		35		192
288		208		31		188
289		205		28		185
290		189		27		184
291		201		30		185
292		245		35		180
293		215		33		183
294		217		29		189
295		238		35		191
296		230		43		184
297		241		23		185
298		232		32		182
299		248		32		193
300		235		44		183
301		233		34		185
302		231		30		194
303		244		26		192
304		250		33		188
305		218		31		188
306		212		23		185
307		207		24		190
308		167		26		190
309		148		21		186
310		167		24		189
311		187		18		192
312		153		17		191
313		164		18		189
314		164		12		187
315		158		18		187
316		186		20		188
317		166		14		188
318		158		14		185
319		143		13		185
320		144		13		187
321		154		13		187
322		184		16		192
323		188		24		185
324		175		26		186
325		172		16		188
326		186		19		184
327		170		22		188
328		158		21		189
329		168		13		193
330		151		12		193
331		161		14		193
332		154		12		191
333		157		10		188
334		163		20		185
335		145		10		186
336		138		9		189
337		139		12		186
338		158		9		190
339		147		18		186
340		137		12		184
341		137		8		188
342		130		7		188
343		133		14		185
344		144		7		189
345		136		14		188
346		133		13		190
347		128		10		190
348		115		9		185
349		110		4		184
350		113		6		187
351		114		3		185
352		111		4		183
353		110		4		186
354		119		3		188
355		116		4		187
356		111		2		186
357		117		5		186
358		108		6		189
359		123		5		190
360		134		11		190
361		129		8		189
362		116		8		192
363		101		9		189
364		105		2		187
365		108		5		187
366		105		5		190
367		108		1		190
368		111		4		190
369		117		5		188
370		115		5		189
371		105		5		187
372		106		7		188
373		112		4		187
374		115		7		185
375		120		5		188
376		119		6		187
377		106		9		186
378		107		5		188
379		102		4		186
380		97		2		186
381		103		2		188
382		121		6		189
383		105		4		189
384		104		4		189
385		107		1		189
386		115		7		186
387		116		9		188
388		117		6		186
389		106		7		188
390		105		4		188
391		105		6		188
392		111		3		189
393		119		6		194
394		115		8		189
395		118		5		190
396		106		6		190
397		104		3		190
398		108		1		188
399		116		3		190
400		115		4		193
401		115		6		189
402		108		5		188
403		111		10		187
404		113		6		187
405		99		3		189
406		106		2		189
407		102		6		186
408		107		2		187
409		111		4		186
410		102		3		187
411		94		3		187
412		96		2		186
413		106		4		187
414		109		4		188
415		110		4		186
416		109		3		188
417		113		3		186
418		120		2		186
419		118		10		187
420		129		9		185
421		123		8		188
422		119		5		186
423		127		6		188
424		127		5		187
425		126		8		187
426		127		10		188
427		136		10		187
428		133		6		191
429		123		8		190
430		104		5		190
431		112		2		190
432		116		4		190
433		116		3		190
434		106		5		190
435		103		3		189
436		104		1		191
437		99		3		191
438		101		4		191
439		99		1		191
440		96		1		191
441		92		2		190
442		102		5		189
443		110		5		190
444		108		3		189
445		103		3		190
446		108		1		191
447		91		4		189
448		91		0		189
449		91		0		189
450		97		2		188
451		93		4		187
452		95		3		187
453		100		1		185
454		102		1		186
455		101		3		187
456		103		1		189
457		102		4		186
458		108		4		186
459		108		4		186
460		107		1		188
461		115		4		189
462		113		3		188
463		116		5		188
464		112		2		191
465		113		2		190
466		114		3		189
467		119		4		189
468		115		4		191
469		109		7		193
470		98		4		188
471		104		3		186
472		106		1		186
473		108		3		186
474		99		2		186
475		101		2		187
476		103		1		188
477		100		2		189
478		105		4		189
479		105		3		189
480		110		2		189
481		103		5		190
482		105		2		188
483		94		5		188
484		94		0		188
485		97		1		189
